"STATION","NAME","DATE","MDTX","PRCP","TAVG","TMAX","TMIN"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-12",,"0.00","60","71","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-13",,"0.00","58","68","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-14",,"0.00","58","64","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-15",,"0.11","56","61","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-16",,"0.35","58","67","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-17",,"0.00","60","69","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-18",,"0.02","62","66","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-19",,"0.02","63","72","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-20",,"0.00","68","78","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-21",,"0.00","56","65","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-22",,"1.32","58","62","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-23",,"0.09","60","64","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-24",,"0.01","59","62","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-25",,"0.00","58","61","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-26",,"0.98","61","68","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-27",,"0.00","59","65","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-28",,"0.00","60","71","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-29",,"0.01","57","62","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-30",,"0.24","61","69","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-05-31",,"0.00","63","72","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-01",,"0.00","59","75","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-02",,"0.15","53","61","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-03",,"0.00","58","63","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-04",,"0.02","53","60","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-05",,"0.00","55","68","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-06",,"0.00","55","67","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-07",,"0.00","55","61","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-08",,"1.50","56","61","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-09",,"0.06","59","63","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-10",,"0.17","60","64","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-11",,"0.13","60","68","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-12",,"0.02","57","62","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-13",,"0.11","62","68","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-14",,"0.31","58","72","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-15",,"0.00","59","71","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-16",,"0.00","60","71","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-17",,"0.00","59","65","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-18",,"0.08","56","65","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-19",,"0.00","58","68","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-20",,"0.00","61","71","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-21",,"0.21","56","67","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-22",,"0.02","53","64","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-23",,"0.00","53","63","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-24",,"0.00","57","65","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-25",,"0.00","56","66","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-26",,"0.00","57","65","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-27",,"0.01","55","61","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-28",,"0.00","55","60","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-29",,"0.25","53","59","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-06-30",,"0.10","56","66","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-01",,"0.00","61","72","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-02",,"0.00","64","76","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-03",,"0.00","55","65","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-04",,"0.07","52","62","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-05",,"0.00","56","65","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-06",,"0.00","56","64","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-07",,"0.00","57","62","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-08",,"0.13","54","61","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-09",,"0.00","58","65","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-10",,"0.00","59","65","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-11",,"0.11","55","62","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-12",,"0.02","54","64","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-13",,"0.17","57","62","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-14",,"0.35","56","62","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-15",,"0.22","54","59","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-16",,"0.00","56","59","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-17",,"0.02","55","59","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-18",,"0.08","54","63","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-19",,"0.00","59","69","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-20",,"0.00","55","65","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-21",,"0.00","53","60","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-22",,"0.00","55","67","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-23",,"0.00","55","65","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-24",,"0.00","57","66","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-25",,"0.00","58","65","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-26",,"0.17","60","63","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-27",,"2.59","58","62","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-28",,"1.01","59","63","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-29",,"0.09","58","64","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-30",,"0.00","57","63","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-07-31",,"0.00","53","61","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-01",,"0.00","56","68","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-02",,"0.00","56","66","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-03",,"0.00","58","71","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-04",,"0.00","57","73","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-05",,"0.00","53","65","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-06",,"0.00","54","59","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-07",,"0.01","55","59","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-08",,"1.20","55","63","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-09",,"0.02","55","60","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-10",,"1.17","55","61","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-11",,"0.01","56","66","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-12",,"0.00","58","67","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-13",,"0.01","61","72","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-14",,"0.00","59","66","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-15",,"0.13","61","68","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-16",,"0.04","61","70","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-17",,"0.00","59","68","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-18",,"0.00","62","73","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-19",,"0.00","59","72","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-20",,"0.00","58","66","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-21",,"0.00","58","67","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-22",,"0.00","54","62","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-23",,"0.00","54","63","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-24",,"0.00","53","64","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-25",,"0.00","52","59","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-26",,"0.00","55","66","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-27",,"0.00","61","73","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-28",,"0.00","55","63","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-29",,"0.00","60","72","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-30",,"0.00","68","80","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-08-31",,"0.00","59","71","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-01",,"0.00","57","64","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-02",,"0.00","67","77","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-03",,"0.00","75","89","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-04",,"0.00","62","69","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-05",,"0.35","60","71","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-06",,"0.00","61","68","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-07",,"0.00","64","73","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-08",,"0.00","66","74","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-09",,"0.02","58","61","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-10",,"0.20","60","65","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-11",,"0.00","61","69","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-12",,"0.00","64","75","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-13",,"0.00","66","80","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-14",,"0.00","63","69","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-15",,"0.00","66","74","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-16",,"0.00","69","80","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-17",,"0.00","69","92","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-18",,"0.00","61","65","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-19",,"0.06","67","76","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-20",,"0.15","64","76","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-21",,"0.38","76","86","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-22",,"0.00","71","83","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-23",,"0.00","65","78","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-24",,"0.00","64","74","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-25",,"0.00","60","77","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-26",,"0.06","57","66","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-27",,"0.00","57","65","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-28",,"0.00","60","68","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-29",,"0.00","61","67","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-09-30",,"0.00","65","71","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-01",,"0.11","63","78","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-02",,"0.00","68","82","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-03",,"0.00","70","85","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-04",,"0.00","73","86","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-05",,"0.00","72","95","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-06",,"0.00","63","66","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-07",,"0.00","66","72","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-08",,"0.02","72","86","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-09",,"0.00","66","77","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-10",,"0.00","68","78","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-11",,"0.00","69","83","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-12",,"0.00","68","77","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-13",,"0.00","70","87","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-14",,"0.00","66","72","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-15",,"0.00","71","80","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-16",,"0.00","63","69","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-17",,"0.02","70","78","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-18",,"0.07","65","78","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-19",,"0.15","65","69","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-20",,"0.00","65","71","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-21",,"0.07","68","75","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-22",,"0.00","70","76","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-23",,"0.00","72","82","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-24",,"0.21","67","80","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-25",,"0.72","58","62","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-26",,"0.76","59","62","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-27",,"0.17","61","66","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-28",,"0.01","63","66","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-29",,"0.14","62","69","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-30",,"0.00","67","72","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-10-31",,"0.13","62","70","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-01",,"0.35","64","66","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-02",,"0.28","64","70","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-03",,"0.00","66","72","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-04",,"0.00","70","78","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-05",,"0.08","58","61","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-06",,"0.50","62","68","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-07",,"0.00","63","68","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-08",,"0.00","63","69","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-09",,"0.02","64","71","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-10",,"0.00","67","75","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-11",,"0.00","71","79","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-12",,"0.00","76","91","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-13",,"0.17","72","89","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-14",,"0.06","70","78","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-15",,"0.00","75","83","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-16",,"0.00","78","103","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-17",,"0.00","67","74","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-18",,"0.00","70","77","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-19",,"0.00","73","80","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-20",,"0.00","74","88","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-21",,"0.00","69","76","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-22",,"0.00","76","82","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-23",,"0.09","72","81","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-24",,"0.03","67","74","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-25",,"0.02","70","77","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-26",,"0.04","75","92","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-27",,"0.00","75","86","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-28",,"0.00","93","109","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-29",,"0.00","78","109","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-11-30",,"0.00","71","75","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-01",,"0.00","74","85","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-02",,"0.35","68","75","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-03",,"0.01","71","74","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-04",,"0.00","74","86","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-05",,"0.00","74","79","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-06",,"0.21","77","89","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-07",,"0.00","74","89","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-08",,"0.00","65","71","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-09",,"0.00","71","79","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-10",,"0.00","68","80","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-11",,"0.00","67","72","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-12",,"0.00","69","77","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-13",,"0.00","71","79","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-14",,"0.05","71","77","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-15",,"0.19","73","80","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-16",,"0.30","76","83","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-17",,"0.01","81","89","72"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-18",,"0.00","74","93","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-19",,"0.07","66","68","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-20",,"0.07","70","76","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-21",,"0.01","68","75","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-22",,"0.85","72","85","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-23",,"0.00","70","75","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-24",,"0.00","72","83","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-25",,"0.03","67","70","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-26",,"0.04","71","79","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-27",,"0.01","78","87","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-28",,"0.00","66","77","72"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-29",,"0.34","66","69","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-30",,"0.41","70","77","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2020-12-31",,"0.00","69","75","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-01",,"0.23","67","73","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-02",,"0.05","68","70","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-03",,"0.23","73","79","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-04",,"0.04","73","85","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-05",,"0.27","73","83","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-06",,"0.03","70","75","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-07",,"0.01","68","74","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-08",,"0.22","69","75","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-09",,"0.02","71","78","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-10",,"0.00","75","83","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-11",,"0.00","76","84","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-12",,"0.00","78","86","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-13",,"0.00","78","87","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-14",,"0.00","76","91","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-15",,"0.00","74","84","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-16",,"0.00","70","78","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-17",,"0.00","72","78","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-18",,"0.00","77","87","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-19",,"0.00","69","75","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-20",,"0.01","67","73","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-21",,"0.00","74","81","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-22",,"0.00","81","93","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-23",,"0.00","79","87","72"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-24",,"0.00","83","95","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-25",,"0.00","80","90","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-26",,"0.00","83","107","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-27",,"0.00","69","73","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-28",,"0.35","69","75","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-29",,"0.24","71","75","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-30",,"0.72","76","86","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-01-31",,"0.01","72","75","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-01",,"0.00","72","82","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-02",,"0.73","69","76","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-03",,"0.04","71","77","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-04",,"0.00","77","84","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-05",,"0.00","77","85","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-06",,"0.00","74","79","72"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-07",,"0.02","73","81","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-08",,"0.00","70","74","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-09",,"0.00","69","75","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-10",,"0.03","73","77","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-11",,"0.00",,"83","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-12",,"0.00",,"95","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-13",,"0.25","67","70","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-14",,"0.48","70","74","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-15",,"0.00","69","75","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-16",,"0.15","71","81","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-17",,"0.72","72","79","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-18",,"0.06","72","78","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-19",,"0.27","78","82","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-20",,"0.00",,"85","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-21",,"0.00","72","82","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-22",,"0.00","72","80","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-23",,"0.00","66","70","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-24",,"1.65","68","70","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-25",,"0.14","69","74","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-26",,"0.20","72","79","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-27",,"0.00","71","76","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-02-28",,"0.01","74","80","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-03-01",,"0.00","77","87","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-03-02",,"0.01","68","72","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-03-03",,"0.20","67","71","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","2021-03-04",,"0.00","74","84","62"
